YouGov/Economist,2016,10/26 - 10/28,2016 National GOP Primary
YouGov/Economist,2016,10/26 - 10/28,2016 National Democratic Primary
Harper (R-Conservative Intelligence Briefing),2016,10/27 - 10/28,2016 South Carolina Presidential Republican Primary
Harper (R-Conservative Intelligence Briefing),2016,10/27 - 10/28,2016 South Carolina Presidential GE
Harper (R-Conservative Intelligence Briefing),2016,10/27 - 10/28,2016 South Carolina Presidential GE
Harper (R-Conservative Intelligence Briefing),2016,10/27 - 10/28,2016 South Carolina Presidential GE
PPP (D),2016,10/29 - 10/31,2016 General Election: Bush vs. Clinton
PPP (D),2016,10/29 - 10/31,2016 General Election: Christie vs. Clinton
PPP (D),2016,10/29 - 10/31,2016 General Election: Cruz vs. Clinton
PPP (D),2016,10/29 - 10/31,2016 General Election: Paul vs. Clinton
PPP (D),2016,10/29 - 10/31,2016 General Election: Bush vs. Biden
PPP (D),2016,10/29 - 10/31,2016 General Election: Christie vs. Biden
PPP (D),2016,10/29 - 10/31,2016 National Presidential General Election
PPP (D),2016,10/29 - 10/31,2016 General Election: Paul vs. Biden
PPP (D),2016,10/29 - 10/31,2016 National GOP Primary
PPP (D),2016,10/29 - 10/31,2016 National Democratic Primary
PPP (D),2016,11/03 - 11/04,2016 Iowa Presidential Republican Caucus
PPP (D),2016,11/03 - 11/04,2016 Iowa Presidential Democratic Caucus
PPP (D),2016,11/03 - 11/04,2016 Florida Presidential Democratic Primary
PPP (D),2016,11/03 - 11/04,2016 Florida Presidential Republican Primary
Quinnipiac,2016,11/06 - 11/11,2016 General Election: Christie vs. Clinton
Quinnipiac,2016,11/06 - 11/11,2016 General Election: Paul vs. Clinton
Quinnipiac,2016,11/06 - 11/11,2016 General Election: Cruz vs. Clinton
Quinnipiac,2016,11/06 - 11/11,2016 General Election: Ryan vs. Clinton
Rasmussen,2016,11/07 - 11/08,2016 General Election: Christie vs. Clinton
NBC News,2016,11/07 - 11/10,2016 General Election: Christie vs. Clinton
Gravis Marketing/Human Events (R),2016,11/08 - 11/10,2016 Florida Presidential GE
PPP (D),2016,11/08 - 11/11,2016 Maine Presidential GE
PPP (D),2016,11/08 - 11/11,2016 Maine Presidential GE
PPP (D),2016,11/08 - 11/11,2016 Maine Presidential GE
PPP (D),2016,11/08 - 11/11,2016 Maine Presidential GE
PPP (D),2016,11/08 - 11/11,2016 Maine Presidential Republican Primary
Rasmussen,2016,11/10 - 11/16,2016 National House GE
Siena,2016,11/11 - 11/14,2016 New York Presidential GE
Siena,2016,11/11 - 11/14,2016 New York Presidential GE
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential Republican Primary
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential Democratic Primary
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential GE
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential GE
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential GE
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential GE
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential GE
Quinnipiac,2016,11/12 - 11/17,2016 Florida Presidential GE
Quinnipiac,2016,11/15 - 11/18,2016 Colorado Presidential GE
Quinnipiac,2016,11/15 - 11/18,2016 Colorado Presidential GE
Quinnipiac,2016,11/15 - 11/18,2016 Colorado Presidential GE
Quinnipiac,2016,11/15 - 11/18,2016 Colorado Presidential GE
Rasmussen,2016,11/17 - 11/23,2016 National House GE
CNN,2016,11/18 - 11/20,2016 National GOP Primary
CNN,2016,11/18 - 11/20,2016 National Democratic Primary
WSJ/NBC New York/Marist,2016,11/18 - 11/20,2016 New York Presidential Democratic Primary
WSJ/NBC New York/Marist,2016,11/18 - 11/20,2016 New York Presidential Republican Primary
WSJ/NBC New York/Marist,2016,11/18 - 11/20,2016 New York Presidential GE
WSJ/NBC New York/Marist,2016,11/18 - 11/20,2016 New York Presidential GE
Quinnipiac,2016,11/18 - 11/23,2016 National GOP Primary
Quinnipiac,2016,11/18 - 11/23,2016 National Democratic Primary
Quinnipiac,2016,11/18 - 11/23,2016 General Election: Christie vs. Clinton
Quinnipiac,2016,11/18 - 11/23,2016 General Election: Paul vs. Clinton
Quinnipiac,2016,11/18 - 11/23,2016 General Election: Huckabee vs. Clinton
Quinnipiac,2016,11/18 - 11/23,2016 General Election: Bush vs. Clinton
Quinnipiac,2016,11/18 - 11/23,2016 General Election: Ryan vs. Clinton
Quinnipiac,2016,11/18 - 11/23,2016 National Presidential General Election
Quinnipiac,2016,11/18 - 11/23,2016 General Election: Cruz vs. Clinton
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2016,11/19 - 11/20,2016 Virginia Presidential GE
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2016,11/19 - 11/20,2016 Virginia Presidential GE
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2016,11/19 - 11/20,2016 Virginia Presidential GE
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2016,11/19 - 11/20,2016 Virginia Presidential GE
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2016,11/19 - 11/20,2016 Virginia Presidential GE
The Polling Company Inc./WomanTrend (R-Washington Free Beacon),2016,11/19 - 11/20,2016 Virginia Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
Quinnipiac,2016,11/19 - 11/24,2016 Ohio Presidential GE
CNN,2016,11/21 - 11/23,2016 National GOP Primary
CNN,2016,11/21 - 11/23,2016 National Democratic Primary
Harper (R-Conservative Intelligence Briefing),2016,11/23 - 11/24,2016 Iowa Presidential Republican Caucus
Harper (R-Conservative Intelligence Briefing),2016,11/23 - 11/24,2016 Iowa Presidential GE
Harper (R-Conservative Intelligence Briefing),2016,11/23 - 11/24,2016 Iowa Presidential GE
Harper (R-Conservative Intelligence Briefing),2016,11/23 - 11/24,2016 Iowa Presidential GE
Harper (R-Conservative Intelligence Briefing),2016,11/23 - 11/24,2016 Iowa Presidential GE
Harper (R-Conservative Intelligence Briefing),2016,11/23 - 11/24,2016 Iowa Presidential GE
Rasmussen,2016,11/24 - 11/30,2016 National House GE
PPP (D),2016,11/26 - 11/28,2016 New Jersey Presidential GE
PPP (D),2016,11/26 - 11/28,2016 New Jersey Presidential GE
PPP (D),2016,11/26 - 11/28,2016 New Jersey Presidential GE
PPP (D),2016,11/30 - 12/02,2016 National GOP Primary
PPP (D),2016,11/30 - 12/02,2016 National Democratic Primary
New England College,2016,12/01 - 12/01,2016 New Hampshire Senate GE
Rasmussen,2016,12/01 - 12/07,2016 National House GE
PPP (D),2016,12/03 - 12/04,2016 Colorado Presidential Republican Primary
PPP (D),2016,12/03 - 12/04,2016 Colorado Presidential GE
PPP (D),2016,12/03 - 12/04,2016 Colorado Presidential GE
PPP (D),2016,12/03 - 12/04,2016 Colorado Presidential GE
PPP (D),2016,12/03 - 12/04,2016 Colorado Presidential GE
McClatchy/Marist,2016,12/03 - 12/05,2016 General Election: Christie vs. Clinton
McClatchy/Marist,2016,12/03 - 12/05,2016 General Election: Rubio vs. Clinton
McClatchy/Marist,2016,12/03 - 12/05,2016 General Election: Bush vs. Clinton
McClatchy/Marist,2016,12/03 - 12/05,2016 General Election: Paul vs. Clinton
McClatchy/Marist,2016,12/03 - 12/05,2016 General Election: Ryan vs. Clinton
McClatchy/Marist,2016,12/03 - 12/05,2016 National Presidential General Election
McClatchy/Marist,2016,12/03 - 12/05,2016 General Election: Cruz vs. Clinton
McClatchy/Marist,2016,12/03 - 12/05,2016 National Presidential General Election
McClatchy/Marist,2016,12/03 - 12/05,2016 National Democratic Primary
McClatchy/Marist,2016,12/03 - 12/05,2016 National GOP Primary
McClatchy/Marist,2016,12/03 - 12/09,2016 National GOP Primary
McClatchy/Marist,2016,12/03 - 12/09,2016 National Democratic Primary
McClatchy/Marist,2016,12/03 - 12/09,2016 General Election: Christie vs. Clinton
McClatchy/Marist,2016,12/03 - 12/09,2016 General Election: Bush vs. Clinton
McClatchy/Marist,2016,12/03 - 12/09,2016 General Election: Paul vs. Clinton
McClatchy/Marist,2016,12/03 - 12/09,2016 National Presidential General Election
Quinnipiac,2016,12/03 - 12/09,2016 National GOP Primary
Quinnipiac,2016,12/03 - 12/09,2016 National Democratic Primary
Quinnipiac,2016,12/03 - 12/09,2016 General Election: Christie vs. Clinton
Quinnipiac,2016,12/03 - 12/09,2016 General Election: Paul vs. Clinton
Quinnipiac,2016,12/03 - 12/09,2016 General Election: Cruz vs. Clinton
Quinnipiac,2016,12/03 - 12/09,2016 General Election: Bush vs. Clinton
Monmouth University,2016,12/04 - 12/08,2016 New Jersey Presidential GE
Monmouth University,2016,12/04 - 12/08,2016 New Jersey Presidential GE
FOX,2016,12/07 - 12/09,2016 National Democratic Primary
FOX,2016,12/07 - 12/09,2016 National GOP Primary
FOX,2016,12/07 - 12/09,2016 General Election: Christie vs. Clinton
FOX,2016,12/07 - 12/09,2016 General Election: Bush vs. Clinton
FOX,2016,12/07 - 12/09,2016 National Presidential General Election
FOX,2016,12/07 - 12/09,2016 General Election: Paul vs. Clinton
Rasmussen,2016,12/08 - 12/14,2016 National House GE
Quinnipiac,2016,12/10 - 12/15,2016 Iowa Presidential GE
Quinnipiac,2016,12/10 - 12/15,2016 Iowa Presidential GE
Quinnipiac,2016,12/10 - 12/15,2016 Iowa Presidential GE
Quinnipiac,2016,12/10 - 12/15,2016 Iowa Presidential GE
ABC/Post,2016,12/11 - 12/14,2016 National GOP Primary
ABC/Post,2016,12/11 - 12/14,2016 National Democratic Primary
Quinnipiac,2016,12/11 - 12/16,2016 Pennsylvania Presidential GE
Quinnipiac,2016,12/11 - 12/16,2016 Pennsylvania Presidential GE
Quinnipiac,2016,12/11 - 12/16,2016 Pennsylvania Presidential GE
Quinnipiac,2016,12/11 - 12/16,2016 Pennsylvania Presidential GE
Quinnipiac,2016,12/11 - 12/16,2016 Pennsylvania Presidential GE
PPP (D),2016,12/12 - 12/15,2016 National GOP Primary
PPP (D),2016,12/12 - 12/15,2016 National Democratic Primary
PPP (D),2016,12/12 - 12/15,2016 General Election: Bush vs. Clinton
PPP (D),2016,12/12 - 12/15,2016 General Election: Christie vs. Clinton
PPP (D),2016,12/12 - 12/15,2016 General Election: Cruz vs. Clinton
PPP (D),2016,12/12 - 12/15,2016 General Election: Huckabee vs. Clinton
PPP (D),2016,12/12 - 12/15,2016 General Election: Paul vs. Clinton
PPP (D),2016,12/12 - 12/15,2016 General Election: Christie vs. Biden
PPP (D),2016,12/12 - 12/15,2016 National Presidential General Election
PPP (D),2016,12/12 - 12/15,2016 National Presidential General Election
PPP (D),2016,12/12 - 12/15,2016 National Presidential General Election
PPP (D),2016,12/12 - 12/15,2016 Kentucky Senate GE
PPP (D),2016,12/12 - 12/15,2016 Kentucky Senate GE
PPP (D),2016,12/12 - 12/15,2016 Kentucky Presidential GE
PPP (D),2016,12/12 - 12/15,2016 Kentucky Presidential GE
PPP (D),2016,12/12 - 12/15,2016 Kentucky Presidential GE
PPP (D),2016,12/12 - 12/15,2016 Kentucky Presidential GE
PPP (D),2016,12/12 - 12/15,2016 Kentucky Presidential Republican Primary
FOX,2016,12/14 - 12/16,2016 National Democratic Primary
FOX,2016,12/14 - 12/16,2016 National GOP Primary
YouGov/Economist,2016,12/14 - 12/16,2016 National GOP Primary
Rasmussen,2016,12/15 - 12/21,2016 National House GE
CNN,2016,12/16 - 12/19,2016 General Election: Bush vs. Clinton
CNN,2016,12/16 - 12/19,2016 General Election: Christie vs. Clinton
CNN,2016,12/16 - 12/19,2016 General Election: Cruz vs. Clinton
CNN,2016,12/16 - 12/19,2016 General Election: Huckabee vs. Clinton
CNN,2016,12/16 - 12/19,2016 General Election: Paul vs. Clinton
CNN,2016,12/16 - 12/19,2016 National Presidential General Election
CNN,2016,12/16 - 12/19,2016 General Election: Ryan vs. Clinton
CNN,2016,12/16 - 12/19,2016 General Election: Rubio vs. Clinton
CNN,2016,12/16 - 12/19,2016 National Presidential General Election
Harper (R-Conservative Intelligence Briefing),2016,12/17 - 12/18,2016 Mississippi Presidential Republican Primary
CNN,2016,12/18 - 12/21,2016 National GOP Primary
CNN,2016,12/18 - 12/21,2016 National Democratic Primary
CNN,2016,12/18 - 12/21,2016 General Election: Bush vs. Clinton
CNN,2016,12/18 - 12/21,2016 General Election: Christie vs. Clinton
CNN,2016,12/18 - 12/21,2016 General Election: Cruz vs. Clinton
CNN,2016,12/18 - 12/21,2016 General Election: Huckabee vs. Clinton
CNN,2016,12/18 - 12/21,2016 General Election: Paul vs. Clinton
CNN,2016,12/18 - 12/21,2016 National Presidential General Election
CNN,2016,12/18 - 12/21,2016 General Election: Ryan vs. Clinton
Rasmussen,2016,12/22 - 12/28,2016 National House GE
Rasmussen,2016,12/29 - 1/04,2016 National House GE
PPP (D),2016,2/01 - 2/03,2016 Iowa Presidential Democratic Caucus
PPP (D),2016,2/01 - 2/03,2016 Iowa Presidential Republican Caucus
Gravis Marketing/Human Events (R),2016,2/02 - 2/03,2016 New Hampshire Presidential Republican Primary
Gravis Marketing/Human Events (R),2016,2/02 - 2/03,2016 New Hampshire Presidential Democratic Primary
Remington (R)/Missouri Alliance for Freedom (R),2016,2/02 - 2/03,2016 Missouri Senate Republican Primary 
Remington (R)/Missouri Alliance for Freedom (R),2016,2/02 - 2/03,2016 Missouri Governor Republican Primary 
Rasmussen,2016,2/02 - 2/08,2016 National House GE
Harper (R),2016,2/03 - 2/04,2016 Nebraska Presidential Republican Primary
NBC/Marist,2016,2/03 - 2/10,2016 South Carolina Presidential Republican Primary
NBC/Marist,2016,2/03 - 2/10,2016 South Carolina Presidential Democratic Primary
NBC/Marist,2016,2/03 - 2/10,2016 South Carolina Presidential GE
NBC/Marist,2016,2/03 - 2/10,2016 South Carolina Presidential GE
NBC/Marist,2016,2/03 - 2/10,2016 New Hampshire Presidential Republican Primary
NBC/Marist,2016,2/03 - 2/10,2016 New Hampshire Presidential Democratic Primary
NBC/Marist,2016,2/03 - 2/10,2016 New Hampshire Presidential GE
NBC/Marist,2016,2/03 - 2/10,2016 New Hampshire Presidential GE
NBC/Marist,2016,2/03 - 2/10,2016 New Hampshire Senate GE
NBC/Marist,2016,2/03 - 2/10,2016 Iowa Presidential Republican Caucus
NBC/Marist,2016,2/03 - 2/10,2016 Iowa Presidential Democratic Caucus
NBC/Marist,2016,2/03 - 2/10,2016 Iowa Presidential GE
NBC/Marist,2016,2/03 - 2/10,2016 Iowa Presidential GE
Rutgers-Eagleton,2016,2/03 - 2/10,2016 New Jersey Presidential GE
Rutgers-Eagleton,2016,2/03 - 2/10,2016 New Jersey Presidential GE
Rutgers-Eagleton,2016,2/03 - 2/10,2016 New Jersey Presidential GE
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Ryan vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 National Presidential General Election
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Huckabee vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Cruz vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Bush vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Paul vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Christie vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 General Election: Rubio vs. Clinton
McClatchy/Marist,2016,2/04 - 2/09,2016 National Presidential General Election
McClatchy/Marist,2016,2/04 - 2/09,2016 National GOP Primary
EPIC-MRA,2016,2/05 - 2/11,2016 Michigan Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Virginia Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Virginia Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Virginia Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Virginia Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Virginia Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Iowa Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Iowa Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Iowa Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Iowa Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Iowa Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Colorado Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Colorado Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Colorado Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Colorado Presidential GE
Quinnipiac,2016,2/05 - 2/15,2016 Colorado Presidential GE
PPP (D),2016,2/06 - 2/08,2016 California Senate Primary
PPP (D),2016,2/06 - 2/08,2016 California Senate GE
PPP (D),2016,2/06 - 2/08,2016 California Senate GE
PPP (D),2016,2/06 - 2/08,2016 California Senate GE
PPP (D),2016,2/06 - 2/08,2016 California Senate GE
PPP (D),2016,2/06 - 2/09,2016 Louisiana Presidential GE
PPP (D),2016,2/06 - 2/09,2016 Louisiana Presidential GE
PPP (D),2016,2/06 - 2/09,2016 Louisiana Presidential GE
PPP (D),2016,2/06 - 2/09,2016 Louisiana Presidential GE
PPP (D),2016,2/06 - 2/09,2016 Louisiana Presidential GE
Quinnipiac,2016,2/06 - 2/10,2016 New York Presidential GE
Quinnipiac,2016,2/06 - 2/10,2016 New York Presidential GE
U of Texas/Texas Tribune,2016,2/06 - 2/15,2016 Texas Presidential Republican Primary
U of Texas/Texas Tribune,2016,2/06 - 2/15,2016 Texas Presidential Democratic Primary
U of Texas/Texas Tribune,2016,2/07 - 2/17,2016 Texas Presidential Republican Primary
Rasmussen,2016,2/08 - 2/15,2016 National House GE
American Insights (R),2016,2/11 - 2/15,2016 North Carolina Gubernatorial GE
Gravis Marketing/TownHall.com,2016,2/12 - 2/13,2016 Iowa Presidential Republican Caucus
Gravis Marketing/TownHall.com,2016,2/12 - 2/13,2016 Iowa Presidential GE
Gravis Marketing/TownHall.com,2016,2/12 - 2/13,2016 Iowa Presidential GE
Gravis Marketing/TownHall.com,2016,2/12 - 2/13,2016 Iowa Presidential GE
Gravis Marketing/TownHall.com,2016,2/12 - 2/13,2016 Iowa Presidential GE
Gravis Marketing/TownHall.com,2016,2/12 - 2/13,2016 Iowa Presidential GE
PPP (D-South Carolina Democratic Party),2016,2/12 - 2/15,2016 South Carolina Presidential Republican Primary
PPP (D-South Carolina Democratic Party),2016,2/12 - 2/15,2016 South Carolina Presidential Democratic Primary
CNN,2016,2/12 - 2/15,2016 National GOP Primary
CNN,2016,2/12 - 2/15,2016 National Democratic Primary
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
Quinnipiac,2016,2/12 - 2/17,2016 Ohio Presidential GE
YouGov/Economist,2016,2/16 - 2/18,2016 National GOP Primary
Elon,2016,2/16 - 2/20,2016 North Carolina Presidential GE
Rasmussen,2016,2/16 - 2/22,2016 National House GE
Quinnipiac,2016,2/16 - 2/23,2016 Iowa Presidential Democratic Caucus
Quinnipiac,2016,2/16 - 2/23,2016 Iowa Presidential Republican Caucus
PPP (D),2016,2/18 - 2/20,2016 Kansas Presidential GE
PPP (D),2016,2/18 - 2/20,2016 Kansas Presidential GE
PPP (D),2016,2/18 - 2/20,2016 Kansas Presidential GE
PPP (D),2016,2/18 - 2/20,2016 Kansas Presidential GE
PPP (D),2016,2/18 - 2/20,2016 Kansas Presidential Republican Primary
New England College,2016,2/19 - 2/20,2016 New Hampshire Presidential Democratic Primary
New England College,2016,2/19 - 2/20,2016 New Hampshire Presidential Republican Primary
Quinnipiac,2016,2/19 - 2/24,2016 Pennsylvania Presidential GE
Quinnipiac,2016,2/19 - 2/24,2016 Pennsylvania Presidential GE
Quinnipiac,2016,2/19 - 2/24,2016 Pennsylvania Presidential GE
Quinnipiac,2016,2/19 - 2/24,2016 Pennsylvania Presidential GE
Quinnipiac,2016,2/19 - 2/24,2016 Pennsylvania Presidential GE
InsiderAdvantage,2016,2/20 - 2/20,2016 Iowa Presidential Republican Caucus
PPP (D),2016,2/20 - 2/22,2016 General Election: Bush vs. Clinton
PPP (D),2016,2/20 - 2/22,2016 General Election: Bush vs. Biden
PPP (D),2016,2/20 - 2/22,2016 National Presidential General Election
PPP (D),2016,2/20 - 2/22,2016 National Presidential General Election
PPP (D),2016,2/20 - 2/22,2016 General Election: Christie vs. Clinton
PPP (D),2016,2/20 - 2/22,2016 General Election: Cruz vs. Clinton
PPP (D),2016,2/20 - 2/22,2016 General Election: Huckabee vs. Clinton
PPP (D),2016,2/20 - 2/22,2016 General Election: Paul vs. Clinton
PPP (D),2016,2/20 - 2/22,2016 National Presidential General Election
PPP (D),2016,2/20 - 2/22,2016 National Presidential General Election
PPP (D),2016,2/20 - 2/22,2016 General Election: Rubio vs. Clinton
PPP (D),2016,2/20 - 2/22,2016 National Democratic Primary
PPP (D),2016,2/20 - 2/22,2016 National GOP Primary
PPP (D),2016,2/20 - 2/23,2016 Iowa Presidential GE
PPP (D),2016,2/20 - 2/23,2016 Iowa Presidential GE
PPP (D),2016,2/20 - 2/23,2016 Iowa Presidential GE
PPP (D),2016,2/20 - 2/23,2016 Iowa Presidential Republican Caucus
PPP (D),2016,2/20 - 2/23,2016 Iowa Presidential Democratic Caucus
PPP (D),2016,2/20 - 2/23,2016 Iowa Senate GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential Republican Primary
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential Democratic Primary
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Presidential GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Senate GE
Gravis Marketing,2016,2/21 - 2/22,2016 Nevada Senate GE
YouGov/Economist,2016,2/21 - 2/23,2016 National GOP Primary
YouGov/Economist,2016,2/21 - 2/23,2016 National Democratic Primary
PPP (D),2016,2/21 - 2/24,2016 Wisconsin Senate GE
PPP (D),2016,2/21 - 2/24,2016 Wisconsin Presidential GE
PPP (D),2016,2/21 - 2/24,2016 Wisconsin Presidential GE
PPP (D),2016,2/21 - 2/24,2016 Wisconsin Presidential GE
PPP (D),2016,2/21 - 2/24,2016 Wisconsin Presidential Republican Primary
Roanoke College,2016,2/22 - 2/28,2016 Virginia Presidential GE
Roanoke College,2016,2/22 - 2/28,2016 Virginia Presidential GE
Roanoke College,2016,2/22 - 2/28,2016 Virginia Presidential GE
Rutgers-Eagleton,2016,2/22 - 2/28,2016 New Jersey Presidential GE
Rutgers-Eagleton,2016,2/22 - 2/28,2016 New Jersey Presidential GE
Rutgers-Eagleton,2016,2/22 - 2/28,2016 New Jersey Presidential GE
YouGov/Economist,2016,2/23 - 2/25,2016 National GOP Primary
Siena,2016,2/23 - 2/27,2016 New York Presidential GE
Siena,2016,2/23 - 2/27,2016 New York Presidential GE
Siena,2016,2/23 - 2/27,2016 New York Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential Democratic Primary
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential Republican Primary
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Christopher Newport,2016,2/23 - 2/28,2016 Virginia Presidential GE
Rasmussen,2016,2/23 - 3/01,2016 National House GE
Gravis Marketing/TownHall.com,2016,2/24 - 2/25,2016 South Carolina Presidential Republican Primary
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential Republican Primary
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential Democratic Primary
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Gubernatorial GE
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Gubernatorial GE
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential GE
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential GE
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential GE
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential GE
Gravis/Human Events (R),2016,2/24 - 2/25,2016 Montana Presidential GE
Gravis Marketing/Howie Carr,2016,2/24 - 2/25,2016 Florida Presidential Republican Primary
Gravis Marketing/Howie Carr,2016,2/24 - 2/25,2016 Florida Presidential Democratic Primary
Gravis Marketing/Howie Carr,2016,2/24 - 2/25,2016 Florida Senate Republican Primary 
PPP (D),2016,2/24 - 2/26,2016 North Carolina Gubernatorial GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Gubernatorial GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Senate GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Senate GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Senate GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Senate GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential Republican Primary
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential Democratic Primary
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
PPP (D),2016,2/24 - 2/26,2016 North Carolina Presidential GE
Quinnipiac,2016,2/26 - 3/02,2016 National GOP Primary
Quinnipiac,2016,2/26 - 3/02,2016 National Democratic Primary
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Christie vs. Clinton
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Paul vs. Clinton
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Huckabee vs. Clinton
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Bush vs. Clinton
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Rubio vs. Clinton
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Walker vs. Clinton
Quinnipiac,2016,2/26 - 3/02,2016 General Election: Cruz vs. Clinton
Quinnipiac,2016,2/27 - 3/04,2016 General Election: Christie vs. Clinton
